negatives,name,pageUrl
,Bhang Mercury OG,https://www.leafly.com/indica/bhang-mercury-og
,Bhang Mr. Nice,https://www.leafly.com/indica/bhang-mr-nice
,Bhang Neptune OG,https://www.leafly.com/indica/bhang-neptune-og
Dry Eyes; Dry Mouth,Bhang Northern Lights,https://www.leafly.com/indica/bhang-northern-lights
,Bhang Ogre,https://www.leafly.com/indica/bhang-ogre
,Bhang Perfecto Indica,https://www.leafly.com/indica/bhang-perfecto-indica
,Bhang Platinum Kush,https://www.leafly.com/indica/bhang-platinum-kush
,Bhang Platinum OG,https://www.leafly.com/indica/bhang-platinum-og
,Bhang Purple Erkle,https://www.leafly.com/indica/bhang-purple-erkle
,Bhang Purple Kush,https://www.leafly.com/indica/bhang-purple-kush
,Bhang Purple Nepal,https://www.leafly.com/indica/bhang-purple-nepal
,Bhang Romulan,https://www.leafly.com/indica/bhang-romulan
,Bhang Seattle Blue,https://www.leafly.com/indica/bhang-seattle-blue
,Bhang Sensi Star,https://www.leafly.com/indica/bhang-sensi-star
,Bhang Shark Shock,https://www.leafly.com/indica/bhang-shark-shock
,Bhang Super Skunk,https://www.leafly.com/indica/bhang-super-skunk
,Bhang Triple Berry Goo,https://www.leafly.com/indica/bhang-triple-berry-goo
,Bhang True OG,https://www.leafly.com/indica/bhang-true-og
,Bhang Yoda OG,https://www.leafly.com/indica/bhang-yoda-og
Dry Mouth; Dry Eyes; Paranoid,Big Bang,https://www.leafly.com/indica/big-bang
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Big Bud,https://www.leafly.com/indica/big-bud
Dry Mouth; Dry Eyes; Headache; Paranoid,Big White,https://www.leafly.com/indica/big-white
Dry Mouth; Dry Eyes; Headache; Dizzy; Anxious,Big Wreck,https://www.leafly.com/indica/big-wreck
Dry Mouth; Dry Eyes,Black '84,https://www.leafly.com/indica/black-84
Dry Mouth,Black Bubba,https://www.leafly.com/indica/black-bubba
Dry Mouth; Anxious; Dizzy; Dry Eyes; Headache,Black Cherry OG,https://www.leafly.com/indica/black-cherry-og
Dry Mouth; Anxious; Dry Eyes; Paranoid; Dizzy,Black Diamond,https://www.leafly.com/indica/black-diamond
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Black Domina,https://www.leafly.com/indica/black-domina
Dry Eyes; Dry Mouth; Dizzy,Black Ice,https://www.leafly.com/indica/black-ice
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Black Label Kush,https://www.leafly.com/indica/black-label-kush
Dry Mouth,Black Lime Special Reserve,https://www.leafly.com/indica/black-lime-special-reserve
Headache; Dry Mouth; Dry Eyes; Anxious; Dizzy,Black Mamba,https://www.leafly.com/indica/black-mamba
Dry Eyes; Dry Mouth; Paranoid,Black Russian,https://www.leafly.com/indica/black-russian
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Blackberry Hashplant,https://www.leafly.com/indica/blackberry-hashplant
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Blackberry Kush,https://www.leafly.com/indica/blackberry-kush
Dry Mouth; Dry Eyes,Blackberry Rhino,https://www.leafly.com/indica/blackberry-rhino
,Blackberry x Blueberry,https://www.leafly.com/indica/blackberry-x-blueberry
Dry Mouth; Dizzy; Paranoid; Anxious; Headache,Blackwater,https://www.leafly.com/indica/blackwater
Dry Eyes; Dry Mouth,Blue Afghani,https://www.leafly.com/indica/blue-afghani
Paranoid; Dry Eyes; Dry Mouth,Blue Alien,https://www.leafly.com/indica/blue-alien
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Blue Bastard,https://www.leafly.com/indica/blue-bastard
,Blue Blood,https://www.leafly.com/indica/blue-blood
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Blue Cheese,https://www.leafly.com/indica/blue-cheese
Dry Eyes; Dry Mouth; Headache,Blue Diamond,https://www.leafly.com/indica/blue-diamond
Dizzy; Dry Eyes; Dry Mouth; Paranoid,Blue Dynamite,https://www.leafly.com/indica/blue-dynamite
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Blue God,https://www.leafly.com/indica/blue-god
Dry Mouth; Dry Eyes,Blue Knight,https://www.leafly.com/indica/blue-knight
,Blue Kripple,https://www.leafly.com/indica/blue-kripple
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Blue Lights,https://www.leafly.com/indica/blue-lights
Dry Mouth; Headache,Blue Monster,https://www.leafly.com/indica/blue-monster
Dry Eyes; Dry Mouth; Dizzy; Headache; Anxious,Blue Moonshine,https://www.leafly.com/indica/blue-moonshine
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Blue Mystic,https://www.leafly.com/indica/blue-mystic
Dry Mouth; Headache,Blue Power,https://www.leafly.com/indica/blue-power
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Blueberry,https://www.leafly.com/indica/blueberry
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Blueberry Kush,https://www.leafly.com/indica/blueberry-kush
Dry Mouth; Dry Eyes; Paranoid,Blueberry Skunk,https://www.leafly.com/indica/blueberry-skunk
,Blueberry Waltz,https://www.leafly.com/indica/blueberry-waltz
Dry Mouth; Anxious,Brains Damage,https://www.leafly.com/indica/brains-damage
,Brand X,https://www.leafly.com/indica/brand-x
,Bronze Whaler,https://www.leafly.com/indica/bronze-whaler
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Bubba Kush,https://www.leafly.com/indica/bubba-kush
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Bubba OG,https://www.leafly.com/indica/bubba-og
,Bubba's Gift,https://www.leafly.com/indica/bubbas-gift
Dry Mouth; Headache,Bubble Cheese,https://www.leafly.com/indica/bubble-cheese
Dry Mouth; Dizzy; Dry Eyes; Headache,Bubblegum Kush,https://www.leafly.com/indica/bubblegum-kush
Dry Mouth; Dizzy; Dry Eyes; Headache,Buddha Tahoe,https://www.leafly.com/indica/buddha-tahoe
Dry Mouth; Dry Eyes; Dizzy; Anxious,Buddha's Sister,https://www.leafly.com/indica/buddhas-sister
Headache,Burkle,https://www.leafly.com/indica/burkle
Dizzy; Dry Eyes; Dry Mouth,Butterscotch,https://www.leafly.com/indica/butterscotch
Dry Mouth,CBD Critical Cure,https://www.leafly.com/indica/cbd-critical-cure
Dry Mouth; Dry Eyes,CBD Shark,https://www.leafly.com/indica/cbd-shark
,CHR Super OG,https://www.leafly.com/indica/chr-super-og
Dry Mouth; Dry Eyes; Paranoid; Dizzy,Cactus,https://www.leafly.com/indica/cactus
Dry Mouth; Dry Eyes; Paranoid; Headache,Cadillac Purple,https://www.leafly.com/indica/cadillac-purple
Dry Mouth; Paranoid,California Grapefruit,https://www.leafly.com/indica/california-grapefruit
Dry Eyes; Dry Mouth; Dizzy,Candy Cane,https://www.leafly.com/indica/candy-cane
,CannaSutra,https://www.leafly.com/indica/cannasutra
,Capers,https://www.leafly.com/indica/capers
,Caramella,https://www.leafly.com/indica/caramella
,Cascadia Kush,https://www.leafly.com/indica/cascadia-kush
Dry Eyes,Chem Scout,https://www.leafly.com/indica/chem-scout
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Chemo,https://www.leafly.com/indica/chemo
Dizzy; Dry Mouth; Anxious; Paranoid,Cherry Kola,https://www.leafly.com/indica/cherry-kola
,China Yunnan,https://www.leafly.com/indica/china-yunnan
Dry Mouth; Anxious; Dry Eyes; Dizzy; Headache,Chocolate Chunk,https://www.leafly.com/indica/chocolate-chunk
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Chocolope Kush,https://www.leafly.com/indica/chocolate-kush
,Chronic Thunder,https://www.leafly.com/indica/chronic-thunder
Dry Mouth; Dizzy; Dry Eyes; Paranoid; Anxious,Church OG,https://www.leafly.com/indica/church-og
,Colorado Bubba,https://www.leafly.com/indica/colorado-bubba
Dry Mouth; Dry Eyes; Anxious; Dizzy,Confidential Cheese,https://www.leafly.com/indica/confidential-cheese
Dry Mouth; Dizzy; Dry Eyes,Conspiracy Kush,https://www.leafly.com/indica/conspiracy-kush
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Cookies Kush,https://www.leafly.com/indica/cookies-kush
Dizzy,Copper Kush,https://www.leafly.com/indica/copper-kush
Dry Mouth; Dry Eyes; Paranoid; Anxious; Headache,Corleone Kush,https://www.leafly.com/indica/corleone-kush
Dry Mouth,Cornbread,https://www.leafly.com/indica/cornbread
Dry Mouth; Anxious; Headache; Dry Eyes; Paranoid,Cream Caramel,https://www.leafly.com/indica/cream-caramel
Dry Mouth,Critical Hog,https://www.leafly.com/indica/critical-hog
Dry Mouth; Dry Eyes; Dizzy; Headache; Anxious,Critical Kush,https://www.leafly.com/indica/critical-kush
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Critical Mass,https://www.leafly.com/indica/critical-mass
Dry Mouth; Dizzy; Dry Eyes; Paranoid,Critical Sensi Star,https://www.leafly.com/indica/critical-sensi-star
,Crosswalker,https://www.leafly.com/indica/crosswalker
Dry Mouth,Crouching Tiger Hidden Alien,https://www.leafly.com/indica/crouching-tiger-hidden-alien
,Crown OG,https://www.leafly.com/indica/crown-og
,Crystalberry,https://www.leafly.com/indica/crystalberry
,Cuvee,https://www.leafly.com/indica/cuvee
Dry Eyes; Dry Mouth; Headache; Dizzy; Anxious,DJ Short Blueberry,https://www.leafly.com/indica/dj-short-blueberry
Anxious; Dizzy; Dry Eyes; Dry Mouth; Headache,Dank Schrader,https://www.leafly.com/indica/dank-schrader
Dry Eyes; Dry Mouth; Dizzy; Headache,Danky Doodle,https://www.leafly.com/indica/double-d
Dry Mouth,Dark Side of the Moon,https://www.leafly.com/indica/dark-side-of-the-moon
Dry Mouth; Dry Eyes; Paranoid; Anxious; Dizzy,Dark Star,https://www.leafly.com/indica/dark-star
Dry Mouth; Dry Eyes; Headache; Dizzy; Anxious,Darth Vader OG,https://www.leafly.com/indica/darth-vader-og
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Death Bubba,https://www.leafly.com/indica/death-bubba
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Death Star,https://www.leafly.com/indica/death-star
Dry Eyes; Dry Mouth; Dizzy; Paranoid; Anxious,Death Star OG,https://www.leafly.com/indica/deathstar-og
Dry Mouth,Deep Chunk,https://www.leafly.com/indica/deep-chunk
Dry Mouth; Dry Eyes; Dizzy; Anxious; Headache,Deep Purple,https://www.leafly.com/indica/deep-purple
Dry Eyes,Denver Maple,https://www.leafly.com/indica/denver-maple
Anxious; Paranoid; Dry Eyes,Devil Fruit,https://www.leafly.com/indica/devil-fruit
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Diablo,https://www.leafly.com/indica/diablo
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Diamond OG,https://www.leafly.com/indica/diamond-og
Dizzy; Dry Mouth; Dry Eyes,Digweed,https://www.leafly.com/indica/digweed
Dry Eyes; Headache; Dry Mouth,Domino,https://www.leafly.com/indica/domino
,Dorit,https://www.leafly.com/indica/dorit
Dizzy; Dry Mouth,Double OG,https://www.leafly.com/indica/double-og
,Double Purple Doja,https://www.leafly.com/indica/double-purple-doja
,Dr. Funk,https://www.leafly.com/indica/dr-funk
,Dream Berry,https://www.leafly.com/indica/dream-berry
,Durga Mata,https://www.leafly.com/indica/durga-mata
Dry Mouth; Dry Eyes; Headache; Paranoid; Dizzy,Dynamite,https://www.leafly.com/Indica/29aca226-23ba-4726-a4ab-f3bf68f2a3c4
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Early Girl,https://www.leafly.com/indica/early-girl
,Eastern European,https://www.leafly.com/indica/eastern-european
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Edelweiss,https://www.leafly.com/indica/edelweiss
Dry Mouth; Dry Eyes; Paranoid; Dizzy,El Jefe,https://www.leafly.com/indica/el-jeffe
Dry Eyes,Emerald OG,https://www.leafly.com/indica/emerald-og
Dry Mouth,Endless Sky,https://www.leafly.com/indica/endless-sky
Dry Mouth; Dry Eyes,Enigma,https://www.leafly.com/indica/enigma
Dry Mouth,Eran Almog,https://www.leafly.com/indica/eran-almog
Dry Mouth,Erez,https://www.leafly.com/indica/erez
Dry Mouth,Everlast,https://www.leafly.com/indica/everlast
Dry Eyes; Dry Mouth,Face Off OG,https://www.leafly.com/indica/face-off-og
Dry Mouth,Faygo Red Pop,https://www.leafly.com/indica/faygo-red-pop
,Flaming Cookies,https://www.leafly.com/indica/flaming-cookies
Dry Mouth; Dizzy; Dry Eyes,Flowerbomb Kush,https://www.leafly.com/indica/flowerbomb-kush
Dry Mouth,Frankenstein,https://www.leafly.com/indica/frankenstein
Dry Mouth; Dry Eyes; Anxious; Headache; Paranoid,Freezeland,https://www.leafly.com/indica/freezeland
Paranoid; Headache,Frosty,https://www.leafly.com/indica/frosty
Dry Mouth,Fruity Chronic Juice,https://www.leafly.com/indica/fruity-chronic-juice
,Fruitylicious,https://www.leafly.com/indica/fruitylicious
Dry Mouth; Dry Eyes; Dizzy; Headache; Anxious,Fucking Incredible,https://www.leafly.com/indica/fucking-incredible
Dry Mouth; Headache; Dry Eyes; Dizzy; Paranoid,Funky Monkey,https://www.leafly.com/indica/funky-monkey
,"G Stik ""RED""",https://www.leafly.com/indica/g-stik-red
,"G Stik ""Violeta""",https://www.leafly.com/indica/g-stik-violeta
Dry Mouth; Dry Eyes; Dizzy; Anxious; Paranoid,G13,https://www.leafly.com/indica/g-13
,Garlic Bud,https://www.leafly.com/indica/garlic-bud
Dry Mouth; Dry Eyes; Dizzy; Headache,Gigabud,https://www.leafly.com/indica/gigabud
,Gobbilygoo,https://www.leafly.com/indica/gobbilygoo
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,God Bud,https://www.leafly.com/indica/god-bud
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,God's Gift,https://www.leafly.com/indica/gods-gift
Dry Mouth; Headache; Paranoid; Dizzy; Dry Eyes,Godberry,https://www.leafly.com/indica/godberry
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Godfather OG,https://www.leafly.com/indica/godfather-og
,Godfather Purple Kush,https://www.leafly.com/indica/godfather-purple-kush
Dry Mouth,Godzilla,https://www.leafly.com/indica/godzilla
,God’s Bubba,https://www.leafly.com/indica/gods-bubba
,God’s Treat,https://www.leafly.com/indica/gods-treat
Dry Mouth,Gog & Magog,https://www.leafly.com/indica/gog-magog
Dry Mouth; Dry Eyes,Goldberry,https://www.leafly.com/indica/goldberry
,Golden XTRX CO2 Dabbables,https://www.leafly.com/Indica/golden-xtrx-co2-dabbables-i
,Golden XTRX Oil Vaporizer Cartridge,https://www.leafly.com/Indica/golden-xtrx-oil-vaporizer-cartridge-i
,Golden XTRX Personal Vaporizer Indica,https://www.leafly.com/Indica/golden-xtrx-personal-vaporizer-indica
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Goo,https://www.leafly.com/indica/goo
Dry Eyes; Dry Mouth,Gooberry,https://www.leafly.com/indica/gooberry
,Grand Doggy Purps,https://www.leafly.com/indica/grand-doggy-purps
Dry Mouth; Dizzy,Grand Hindu,https://www.leafly.com/indica/grand-hindu
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Granddaddy Purple,https://www.leafly.com/indica/granddaddy-purple
,Grandpa Larry OG,https://www.leafly.com/indica/grandpa-larry-og
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Grape Ape,https://www.leafly.com/indica/grape-ape
Dry Mouth,Grape Inferno,https://www.leafly.com/indica/grape-inferno
Dry Mouth; Dry Eyes; Headache; Paranoid; Anxious,Grape Kush,https://www.leafly.com/indica/grape-kush
Dry Mouth,Grape OX,https://www.leafly.com/indica/grape-ox
Dry Mouth; Dry Eyes,Grape Skunk,https://www.leafly.com/indica/grape-skunk
,Grape Valley Kush,https://www.leafly.com/indica/grape-valley-kush
Dry Eyes; Dry Mouth; Dizzy; Headache; Paranoid,Gravity,https://www.leafly.com/indica/gravity
Dry Mouth; Dry Eyes; Headache,Green Dragon,https://www.leafly.com/indica/green-dragon
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Green Kush,https://www.leafly.com/indica/green-kush
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Green Poison,https://www.leafly.com/indica/green-poison
,Green Python,https://www.leafly.com/indica/green-python
Anxious; Dry Eyes; Dry Mouth,Grimace,https://www.leafly.com/indica/grimace
Dry Mouth; Dry Eyes; Paranoid,Guido Kush,https://www.leafly.com/indica/guido-kush
,Gumbi,https://www.leafly.com/indica/gumbi
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Gumbo,https://www.leafly.com/indica/gumbo
Dry Eyes; Dry Mouth,Haoma,https://www.leafly.com/indica/haoma
Dry Eyes; Dry Mouth,Hardcore OG,https://www.leafly.com/indica/hardcore-og
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Hash Plant,https://www.leafly.com/indica/hash-plant
Dry Eyes; Dry Mouth; Paranoid; Dizzy,Hashberry,https://www.leafly.com/indica/hashberry
Paranoid; Dry Mouth; Dizzy; Dry Eyes; Headache,Hawaiian Delight,https://www.leafly.com/indica/hawaiian-delight
Anxious; Dizzy; Dry Mouth,Hawaiian Purple Kush,https://www.leafly.com/indica/hawaiian-purple-kush
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Herijuana,https://www.leafly.com/Indica/herojuana
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Hindu Kush,https://www.leafly.com/indica/hindu-kush
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Hindu Skunk,https://www.leafly.com/indica/hindu-skunk
Dry Eyes; Dry Mouth; Paranoid; Headache; Anxious,Hog's Breath,https://www.leafly.com/indica/hogs-breath
Dry Eyes; Dry Mouth; Paranoid; Dizzy; Headache,Holland's Hope,https://www.leafly.com/indica/hollands-hope
Anxious,Honey Boo Boo,https://www.leafly.com/indica/honey-boo-boo
Anxious; Dry Mouth,Iced Widow,https://www.leafly.com/indica/iced-widow
Dry Mouth; Dry Eyes; Anxious,Incredible Bulk,https://www.leafly.com/indica/incredible-bulk
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Ingrid,https://www.leafly.com/indica/ingrid
,JT15,https://www.leafly.com/indica/jt15
,JT15,https://www.leafly.com/indica/jt15
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Jedi Kush,https://www.leafly.com/indica/jedi-kush
Dry Mouth; Dizzy; Headache; Dry Eyes; Anxious,Jr,https://www.leafly.com/indica/jr
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Jupiter OG,https://www.leafly.com/indica/jupiter-og
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,K-Train,https://www.leafly.com/indica/k-train
,KC 36,https://www.leafly.com/indica/kc-36
Dry Eyes; Dry Mouth,Kahuna,https://www.leafly.com/indica/kahuna
,Kali China,https://www.leafly.com/indica/kali-china
,Kandahar,https://www.leafly.com/indica/kandahar
Dry Mouth; Dry Eyes; Headache; Paranoid,Katsu Kush,https://www.leafly.com/indica/katsu-kush
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,King Louis XIII,https://www.leafly.com/Indica/king-louis
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,King's Kush,https://www.leafly.com/indica/king-kush
,Kiwiskunk,https://www.leafly.com/indica/kiwiskunk
Anxious; Dry Eyes,Kobain Kush,https://www.leafly.com/indica/kobain-kush
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Kosher Kush,https://www.leafly.com/indica/kosher-kush
,Kraken,https://www.leafly.com/indica/kraken
Dry Mouth; Dizzy; Anxious; Dry Eyes; Paranoid,Kryptonite,https://www.leafly.com/indica/kryptonite
Dry Eyes,Kushadelic,https://www.leafly.com/indica/kushadelic
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Kushberry,https://www.leafly.com/indica/kushberry
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,LA Confidential,https://www.leafly.com/indica/la-confidential
Dry Mouth; Dry Eyes; Headache; Anxious; Dizzy,LA OG,https://www.leafly.com/indica/la-og
Dry Mouth; Dry Eyes,LA Ultra,https://www.leafly.com/indica/la-ultra
Dry Mouth; Dry Eyes,Lashkar Gah,https://www.leafly.com/indica/lashkar-gah
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Anxious,Lavender,https://www.leafly.com/indica/lavender
,Lime Purple Mist,https://www.leafly.com/indica/lime-purple-mist
Dizzy; Dry Mouth; Headache; Dry Eyes; Paranoid,Lions Gate,https://www.leafly.com/indica/lions-gate
Dry Mouth; Dry Eyes; Paranoid,Liquid Butter,https://www.leafly.com/indica/liquid-butter
,Liquid Gold Vape Pen Blackberry Kush,https://www.leafly.com/indica/liquid-gold-vape-pen-blackberry-kush
,Locomotion,https://www.leafly.com/indica/locomotion
Headache; Dry Mouth; Dizzy,Love Potion #9,https://www.leafly.com/indica/love-potion-9
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,M-39,https://www.leafly.com/indica/m-39
Dry Mouth; Dry Eyes; Anxious; Paranoid; Dizzy,MK Ultra,https://www.leafly.com/indica/mk-ultra
,Mad Scientist,https://www.leafly.com/indica/mad-scientist
Dry Eyes; Dry Mouth; Dizzy,Madagascar,https://www.leafly.com/indica/madagascar
,Madzilla,https://www.leafly.com/indica/madzilla
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Mango,https://www.leafly.com/indica/mango
Dry Mouth; Headache; Dry Eyes; Dizzy; Paranoid,Maple Leaf Indica,https://www.leafly.com/indica/maple-leaf-indica
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Mars OG,https://www.leafly.com/indica/mars-og
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Master Bubba,https://www.leafly.com/indica/master-bubba
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Master Jedi,https://www.leafly.com/indica/master-jedi
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Master Kush,https://www.leafly.com/indica/master-kush
Dry Mouth; Paranoid; Anxious; Dry Eyes,Master OG,https://www.leafly.com/indica/master-og
Dry Eyes; Dry Mouth; Headache; Dizzy,Matsu,https://www.leafly.com/indica/matsu
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Anxious,Mazar I Sharif,https://www.leafly.com/Indica/mazar-i-sharif
Dry Mouth; Anxious; Paranoid,Mazar Kush,https://www.leafly.com/indica/mazar-kush
Dry Mouth; Dry Eyes; Dizzy; Paranoid,Mercury OG,https://www.leafly.com/indica/mercury-og
,Milky Way,https://www.leafly.com/indica/milky-way
Dry Mouth; Dizzy; Dry Eyes; Headache; Paranoid,Misty Kush,https://www.leafly.com/indica/misty-kush
Paranoid; Dry Mouth; Dizzy,Money Maker,https://www.leafly.com/indica/money-maker
Dry Mouth; Anxious; Dry Eyes; Dizzy; Paranoid,Monster Cookies,https://www.leafly.com/indica/monster-cookies
,Mossad,https://www.leafly.com/indica/mossad
,Mossimo OG,https://www.leafly.com/indica/mossimo-og
Dry Eyes; Dry Mouth; Anxious; Dizzy; Paranoid,Motavation,https://www.leafly.com/indica/motavation
Dry Mouth; Dizzy; Dry Eyes; Anxious; Headache,Mother of Berries,https://www.leafly.com/indica/mother-of-berries
Dry Mouth; Dry Eyes; Dizzy; Anxious; Paranoid,Mr. Nice,https://www.leafly.com/indica/mr-nice
,Mt. Cook,https://www.leafly.com/indica/mt-cook
,Negra 44,https://www.leafly.com/indica/negra-44
Dry Mouth; Dry Eyes; Headache; Dizzy,Neptune Kush,https://www.leafly.com/indica/neptune-kush
Dry Mouth; Dizzy; Dry Eyes; Paranoid; Anxious,Neptune OG,https://www.leafly.com/indica/neptune-og
,Nexus OG,https://www.leafly.com/indica/nexus-og
,Nice Cherry,https://www.leafly.com/indica/nice-cherry
,Nicole Kush,https://www.leafly.com/indica/nicole-kush
Dry Eyes,Night Nurse,https://www.leafly.com/indica/night-nurse
Dry Eyes; Dry Mouth,Night Terror OG,https://www.leafly.com/indica/night-terror-og
,Night Train,https://www.leafly.com/indica/night-train
Dry Mouth; Dizzy; Paranoid,Nordle,https://www.leafly.com/Indica/nordle
Dry Eyes; Dry Mouth,North American Indica,https://www.leafly.com/indica/north-american
Dry Eyes; Dry Mouth,North Indian,https://www.leafly.com/indica/north-indian
,Northern Berry,https://www.leafly.com/indica/northernberry
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Northern Lights,https://www.leafly.com/indica/northern-lights
Dry Mouth; Dry Eyes; Paranoid; Dizzy; Headache,Northern Lights #5,https://www.leafly.com/Indica/northern-lights--5
Dry Mouth; Dizzy,Northern Wreck,https://www.leafly.com/indica/northern-wreck
,Nova,https://www.leafly.com/indica/nova
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Nuggetry OG,https://www.leafly.com/indica/nuggetry-og
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Nuken,https://www.leafly.com/indica/nuken
,OG Eddy Lepp,https://www.leafly.com/indica/og-eddy-lepp
Dry Eyes; Headache,OG LA Affie,https://www.leafly.com/indica/og-la-affie
Dry Mouth,OG's Pearl,https://www.leafly.com/indica/ogs-pearl
Dry Mouth; Dizzy; Paranoid; Dry Eyes; Headache,Obama Kush,https://www.leafly.com/indica/obama-kush
Dry Mouth; Dry Eyes; Headache; Dizzy; Paranoid,Ogre,https://www.leafly.com/indica/ogre
,Ogre Berry,https://www.leafly.com/indica/ogre-berry
Dry Mouth; Dizzy; Paranoid,Opal OG Kush,https://www.leafly.com/indica/opal-og-kush
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Orange Kush,https://www.leafly.com/indica/orange-kush
Dry Mouth; Anxious; Dizzy; Paranoid,Oregon Diesel,https://www.leafly.com/indica/oregon-diesel
Dry Eyes; Dry Mouth,Ortega,https://www.leafly.com/indica/ortega
Dizzy; Dry Mouth; Dry Eyes; Headache; Paranoid,P-51,https://www.leafly.com/indica/p-51
,PVC OG,https://www.leafly.com/indica/pvc-og
Dry Mouth; Dizzy; Dry Eyes; Headache,Pakistani Chitral Kush,https://www.leafly.com/indica/pakistani-chitral-kush
,Papa's OG,https://www.leafly.com/indica/papas-og
Dry Mouth; Dry Eyes; Dizzy; Paranoid; Headache,Papaya,https://www.leafly.com/indica/papaya
Dry Eyes; Dry Mouth; Dizzy; Paranoid; Headache,Paris OG,https://www.leafly.com/indica/paris-og
,Paris XXX,https://www.leafly.com/indica/paris-xxx
Dry Mouth; Dry Eyes; Headache; Dizzy,Pennywise,https://www.leafly.com/indica/pennywise
,Petrolia Headstash,https://www.leafly.com/indica/petrolia-headstash
Dry Eyes,Pez,https://www.leafly.com/indica/pez
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Phantom OG,https://www.leafly.com/indica/phantom-og
,Phishhead Kush,https://www.leafly.com/indica/phishhead-kush
Anxious; Dry Mouth; Headache; Paranoid,Pine Tar Kush,https://www.leafly.com/indica/pine-tar-kush
Anxious; Dizzy; Dry Eyes; Dry Mouth,Pink Bubba,https://www.leafly.com/indica/pink-bubba
Dry Mouth; Dizzy; Dry Eyes; Paranoid; Headache,Pitbull,https://www.leafly.com/indica/pitbull
Dry Mouth; Dry Eyes; Dizzy; Headache; Anxious,Platinum Bubba Kush,https://www.leafly.com/indica/platinum-bubba-kush
Dry Mouth; Dry Eyes; Dizzy; Headache; Paranoid,Platinum Kush,https://www.leafly.com/indica/platinum-kush
Dry Mouth; Dry Eyes; Dizzy; Anxious; Paranoid,Platinum OG,https://www.leafly.com/indica/platinum-og
